VanillicAcid	Dihydrokaempferol	SyringicAcid	INAUDPC	WISFinal
156.8286205	-0.010089764	30.14067384	166.824	0.04
248.0543707	-0.066718948	62.83004946	47.838	0.1
95.61481943	-0.055019355	8.187590083	23.401	0.0
16.17536573	-0.055088444	0.766091218	20.993	0.0
164.45120930000004	-0.012082194	21.63701923	27.083	0.0
225.66033990000003	-0.043712712	32.60366635	32.739000000000004	0.0
317.5360852	0.05436137	28.23090403	4.942	0.04
151.53727959999995	-0.018098392	14.64443881	38.5	0.0
204.6150891	0.231940874	14.07572079	40.159	0.0
141.472952	0.115095946	8.306912487	16.408	0.0
489.8470879	-0.026283276	64.23566883	79.33800000000002	0.08
165.3880501	-0.029238668	37.94704808	56.007	0.0
304.5899195	-0.039135146	77.59444833	173.831	0.0
173.9612994	0.101967014	49.84044764	44.331	0.03
144.0875608	-0.042439967	40.58318089	23.611	0.0575
239.9229801	0.061750491	22.9625405	8.029	0.0
104.2567626	0.5208679829999999	41.64789006	39.739	0.01
32.25685714	0.124947325	15.62007569	59.03100000000001	0.1
290.606617	0.055959685	73.2039813	42.497	0.01
199.3751734	0.049306954000000014	22.19335353	74.9	0.02
262.3443937	0.421539026	45.63492638	156.338	0.16
54.61246367	0.066301496	55.85461193	28.056	0.0
156.8267062	0.072315787	31.33539342	119.007	0.01
107.0322137	0.115543174	42.75204184	65.408	0.07
109.3332148	0.375574595	17.54976566	61.13800000000001	0.01
125.8302825	0.052035186	53.09165388	87.5	0.02
42.97880618	0.13729239599999998	26.88344817	7.812	0.0125
218.1086727	0.282371377	66.98528917	35.077	0.01
107.7281008	0.056355206	49.6638515	86.57600000000002	0.01
266.9276446	0.154011123	69.86345542	81.669	0.05
111.6344408	0.26168887	44.86184491	28.238000000000003	0.0
96.98009292	0.07305069	33.10802461	56.238	0.01
132.9830412	0.057347931	31.01302485	58.331	0.02
268.198566	0.068684022	20.01191847	94.5	0.04
137.9884315	0.848567702	29.3498816	71.16199999999998	0.0
142.3676907	0.08694380300000001	75.04063731	37.352	0.0
151.972058	0.067281198	196.8924525	73.738	0.05
122.4182487	0.051770094	12.75463211	49.0	0.01
206.52186	0.08072753	65.21113213	84.23100000000002	0.01
145.258154	0.068501663	61.49969799	137.907	0.01
135.6619799	0.057045105	43.03930725	54.159	0.01
186.1940896	0.054243759	35.5629134	107.338	0.04
173.96771280000004	0.076858325	18.86267474	32.9	0.01
54.91387056	0.069869796	43.76844392	16.093	0.02
271.09915730000006	0.047132294000000005	39.53430647	112.007	0.04
349.84810689999995	0.08813264	65.77991498	56.0	0.05
187.4890447	0.061777768	34.03593818	56.28	0.01
68.78498539	0.06826701	48.37468882	39.669	0.01
285.1405027	0.127860084	104.9111485	70.0	0.07
57.47519502	0.072997202	29.70484282	58.338	0.01
151.9278139	0.079269694	39.57474179	45.03100000000001	0.05
101.4246698	0.057358273	10.78630139	73.72399999999998	0.025
53.66540872	0.090267103	14.16715091	15.477	0.0125
108.1665998	0.274267359	12.80505598	31.031	0.0
155.78322759999998	0.924383247	19.34983215	130.662	0.0375
48.17422194	0.095404244	10.91157272	35.063	0.02
332.7593189	0.071407172	101.9991395	30.807	0.01
198.664825	0.047796959000000014	14.43753471	35.238	0.1
145.5254477	0.182509555	36.24151095	36.442	0.03
207.6124856	0.114426395	44.60161414	58.331	0.04
159.8520408	0.062233555	19.78902087	131.83100000000002	0.05
53.06676827	0.075474869	57.55676204	43.42100000000001	0.05
219.2769058	0.089463851	38.66589811	91.0	0.08
56.31227137	0.144390209	29.32299797	21.7	0.0125
135.56060549999998	0.046413145	26.31892186	5.859	0.0
186.6420002	0.078660651	12.93011634	37.331	0.08
162.0913114	0.091981127	18.50484028	17.57	0.0
170.19253419999995	0.05754450000000001	13.43048278	46.907	0.02
269.7987859	0.07266252	28.69663189	73.962	0.04
299.1472527	0.059783731	20.14987778	119.0	0.33
131.40168390000002	0.058991724	13.74006853	86.331	0.0375
271.1953505	0.07044305099999999	37.42361861	16.121	0.0325
174.1644517	0.053543927000000005	28.61799044	33.152	0.03
206.409505	0.061714091	24.90567691	60.9	0.09
195.1847166	0.07026421599999999	79.82678861	49.007	0.03
190.6161606	0.049479286	24.52800694	70.238	0.0
134.7303405	0.066332385	27.21581522	29.449	0.0
861.4877111	0.434791049	31.68369842	2.919	0.0
303.8971862	0.047480943	59.48534486	136.507	0.0
124.1673508	0.08500886699999999	22.22066259	50.631	0.01
252.4608686	0.04886698	29.35486365	60.9	0.01
111.47664070000002	0.08657776699999999	36.40227036	50.218	0.0
58.12550757	0.323957408	37.16868303	63.007	0.05
122.4162282	0.14730702	20.85912411	21.7	0.01
234.9757816	0.153831313	24.21476714	69.3	0.033333333
216.0564057	0.057837059	33.55391781	30.408	0.02
148.77960480000004	0.06759823	27.0869832	19.901	0.0
253.1074204	0.070654649	37.77330833	79.331	0.05
109.4770995	0.236867377	42.57983532	91.0	0.1
102.5794852	0.06781808	28.91582596	9.373	0.0
174.5599676	0.058252439	43.9633472	51.8	0.08
137.5081355	0.06501250900000001	9.783381257	53.669	0.06
212.6989929	0.145513248	54.83156642	18.732	0.066666667
202.24065880000003	0.086491353	18.67142772	52.507	0.0
215.0695215	0.062069349	35.03596082	29.624	0.025
145.26468459999995	0.057783252	54.8848164	84.0	0.0
59.91427185	0.050896396	28.38472757	68.83800000000001	0.0
161.0543267	0.088917614	44.55241825	62.3	0.0
200.9135448	0.050958374	24.51539117	19.152	0.0
189.7950216	0.0814673	30.15882519	32.739000000000004	0.0
227.9467526	0.053655998	21.44230916	59.5	0.08
156.43504330000005	0.856186722	72.75401851	50.624	0.025
168.745502	0.057651563	25.22877179	88.9	0.05
184.8838868	0.475091616	23.4849876	10.297	0.0
140.1357695	0.109125651	27.00429246	26.362	0.0
152.6628102	0.120823095	28.87669039	49.497	0.016666667
150.6073342	0.08419579599999999	30.97103271	62.3	0.06
163.6201541	0.232349821	29.96947832	59.03100000000001	0.02
137.1931005	0.091408357	33.66684211	119.238	0.01
148.69086769999996	0.309555175	35.15078643	23.387	0.0
153.4481511	0.085083571	37.14632307	70.469	0.01
155.7732665	0.048403812	31.91873183	101.5	0.05
157.43525380000003	0.085705424	33.84285202	64.624	0.0
240.40783540000004	0.074089356	40.98086995	86.331	0.02
186.1201317	1.103174498	31.43564292	30.401	0.03
193.5244447	0.101335971	42.5214554	39.921	0.0
193.5244447	0.101335971	42.5214554	39.921	0.0
189.0664422	0.076042186	38.91527566	102.669	0.0
232.2033861	0.06313184299999999	34.85354938	49.7	0.0
297.6079346	0.071603986	42.21749674	127.169	0.04
156.5204456	0.227656181	33.05664372	91.0	0.01
154.1882125	0.070576586	28.14040906	52.03100000000001	0.01
159.68336530000005	0.331280584	28.53912873	8.218	0.0
154.4786337	0.086880267	28.21237389	23.618	0.03
195.5835411	0.074339334	37.422661	60.893	0.0
139.47864119999997	0.071613904	31.9348369	72.331	0.05
141.3373441	0.099526062	31.40043186	173.831	0.05
164.9244306	0.08323259200000001	33.56347284	91.231	0.34
136.85669860000002	0.166553894	27.7848781	2.793	0.0
161.5888263	0.07239886599999999	34.07068833	21.063	0.0
168.55505300000004	0.09777235	33.48756443	140.0	0.09
140.3591553	0.262924732	36.63518564	33.152	0.0
175.86066430000002	0.072132963	28.46928339	121.338	0.02
154.0536714	0.055529372	31.7791908	97.993	0.06
142.4759316	0.090026472	29.11189957	45.038	0.033333333
141.0226827	0.8635213079999999	29.32615721	37.828	0.0
132.1185356	0.054323746	35.60821359	105.0	0.025
138.47212439999998	0.083585264	25.49573009	140.007	0.03
163.4230053	0.074478963	30.00956204	123.669	0.05
171.76292030000005	0.062506691	29.40111855	57.414	0.04
154.2431426	0.107553179	31.93466512	72.331	0.03
183.16652130000003	0.233815065	34.20527955	35.238	0.0
124.971202	0.026522416	24.29220327	7.28	0.0
227.84083430000004	-0.074637098	16.20653663	45.03100000000001	0.0
156.6071331	0.088509491	28.89777273	15.4	0.0
110.5279378	0.031946476	16.43962171	2.59	0.0
205.2146557	-0.079350243	41.51510923	63.238	0.03
310.6038941	0.163248789	42.80796788	85.162	0.06
203.0812198	0.066978306	37.90214119	30.618	0.0
337.9484471	0.121847315	53.34051987	55.09	0.09
233.0260924	0.076574738	36.66791631	25.942	0.0
243.1962561	0.053863392	50.78888558	84.0	0.05
246.2219752	0.059484361	56.22625333	34.3	0.0
198.0573193	0.048515713	37.89901787	84.238	0.0575
241.3641559	-0.07959391099999999	34.21609821	7.301	0.0
135.5479159	-0.047174651	19.15251753	26.369	0.08
149.8907464	0.064987423	34.74181082	35.238	0.08
238.691811	-0.068963623	30.57300679	50.169	0.0
165.78908159999997	-0.03785551	31.922091100000006	72.33800000000002	0.02
131.93569250000002	0.07870930799999999	28.61253226	123.662	0.05
129.2834157	0.639597867	37.18024287	233.331	0.075
135.25287869999997	0.056659037	26.17767455	23.793000000000006	0.01
150.1337841	0.107619534	32.60899106	17.773	0.03
163.33014340000003	0.124052974	34.18700666	49.7	0.16
169.65954580000005	0.060029061	26.75231092	23.401	0.04
76.61561641	-0.051995017	101.1295102	2.17	0.0
154.9494489	0.051320606	27.84922619	49.007	0.03
153.1611132	0.053567724	29.31988463	23.408	0.01
183.1141991	0.092653012	39.94895077	70.28	0.03
163.2706178	0.092174747	43.50701978	103.824	0.0525
180.98795790000003	0.092121474	31.32842153	9.59	0.02
292.1597195	-0.061486334	31.46230057	71.393	0.0
254.4101051	0.026101364	25.23784961	21.49	0.025
274.0355653	-0.062877737	108.9898864	45.03100000000001	0.02
245.6316437	-0.06323559299999999	53.15500092	98.28	0.045
91.29614947	-0.075306905	85.59786686	21.063	0.0
138.9742563	0.101909941	26.94772845	22.631	0.01
151.3576493	0.115222924	29.8279431	53.669	0.0
301.8930131	-0.041529711	61.36410187	25.732	0.01
