Accession,LineName,X4CGA,Apigenin,Apigenin7Oglu,CaffeicAcid,Chrysoeriol,ConiferylAldehyde,Dihydrokaempferol,Dihydroquercetin,Eriodicytol,Isoorientin,Luteolin,Naringenin,pCoumaricAcid,Phenylalanine,QuinicAcid,Rhamnosylisoorientin,SinapicAcid,SyringicAcid,Tricin,VanillicAcid,Vanillin,Vitexin,Quercetin,Apimaysin,Maysin,Kaempferol,Apigenidin,ShikimicAcid,FerulicAcid,Luteolin7Oglu,Eriodictyol7Oglu,Naringin,Syringol,Naringenin7Oglu
PI550553,ND101,-2.874153016,0.781011992,0.854812635,8.978908142,1.870005406,0.16095393,-0.040290477,-0.004222006,0.731281107,0.036832059,0.05087258,1.575461516,260.6923398,23.38524317,6.352345318,0.030342105,0.02943621,31.05059008,10.05472053,144.3127558,427.7757053,0.244955684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI550555,NC250,-0.588151193,0.72612157,0.885065077,21.52771711,2.483509827,0.063395905,0.231940874,0.000746216,0.758279041,0.31199699,0.064832872,1.824641798,174.9062149,2.009140785,4.423489073,3.476919038,0.209450552,14.07572079,3.751599596,204.6150891,479.3664268,1.574309948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI550556,B88,-0.571814712,0.509425509,0.799512729,11.9553282,0.954087945,0.052829046,0.115095946,-0.000507986,0.085269796,0.018933668,0.043402344,0.353993624,253.6534523,14.68229528,4.153738373,0.127872687,-0.02590697,8.306912487,2.974103512,141.472952,367.1603863,0.495244586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI550558,DE811,-1.736546567,0.493183226,0.813699627,3.272955206,1.637598875,0.049992706,-0.026283276,-0.016250981,0.178190323,0.018107439,0.066694307,0.298484135,547.8707998,7.101741566,5.610907045,0.141221887,0.198629497,64.23566883,35.16259838,489.8470879,697.8540158,0.222853784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI550567,N193,-0.006063178,4.152256919,NA,8.326233799,53.10384735,0.091988593,-0.029238668,-0.008563204,0.795072855,0.099432826,0.114048958,1.753030226,494.5813417,5.381331705,5.538865289,1.043872326,0.198078586,37.94704808,68.05302108,165.3880501,519.7485949,1.941934913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI550573,ND260,0.211108547,0.591926036,0.795601095,5.508030889,1.194667611,0.153957552,-0.039135146,0.002808705,0.106052966,0.020087454,0.042992847,0.408454692,228.4085894,16.55470659,5.488451846,0.062707868,0.470004726,77.59444833,3.560718092,304.5899195,531.8258242,0.198129121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI550695,L155,-2.323340344,0.512625774,0.80924102,2.594881835,1.309225746,0.068670491,-0.071377084,-0.004967071,0.100115781,0.021875546,0.059200677,0.304358828,74.36739824,5.288855352,7.255563907,0.047801765,0.120423504,26.79634206,10.79476417,161.2821064,534.4450773,0.194045775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI552815,LH215,-2.641132174,1.426105032,5.349437573,1.016121068,2.611529681,0.073127458,0.101967014,-0.004425148,0.337176322,0.037462563,0.044459065,13.04136848,190.243711,4.610796286,5.320003363,0.463821747,0.109008487,49.84044764,8.659692916,173.9612994,348.3473005,1.060377457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI554612,LH209,19.76066947,0.725585174,0.801958809,32.67380722,1.071170777,0.042743198,0.225685217,-0.01538983,0.106565935,0.026854516,0.07487685,0.693289656,130.5361262,6.407123101,8.409751194,0.037028782,0.206252091,19.92102764,5.672514825,94.39928008,293.8425968,0.165366097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI554615,MM402A,-2.37512133,0.506466859,0.803379212,0.591509948,0.92010466,0.057715508,-0.042439967,-0.016960456,0.096347606,0.019233829,0.044625057,0.231190176,201.4777616,6.059324131,5.643156205,0.034952367,0.107241519,40.58318089,3.293332318,144.0875608,346.3009887,0.163446275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI554616,3IBZ2,-1.170756283,1.133734594,0.921755608,5.472536054,3.067093285,0.042290379,-0.072492171,-0.019130458,0.712166978,0.015806617,0.051989667,0.686088065,203.5510186,7.457107106,5.160213006,0.047344579,-0.025815308,23.00997112,7.155156812,325.2596748,761.4630536,0.251275399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI564755,LH183,6.253872184,0.838037174,1.23805749,50.77870498,5.880859477,0.302281136,NA,0.045017957,0.612207264,1.628090265,0.114803667,2.080548165,274.9749725,26.09049356,13.40288677,9.818437617,1.312560379,60.84852542,27.54785074,98.37055714,732.0008154,3.920875321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI564852,B101,1.289353326,3.976408623,1.558904987,6.591734015,4.970034507,0.236649405,0.061750491,0.103612224,0.233075615,0.034534563,0.063450096,1.562336584,42.80006338,13.01441119,15.06628233,-0.041416621,0.432937513,22.9625405,5.0652687,239.9229801,400.9768599,1.10706271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565087,8M129,14.32112638,3.522930447,0.592176506,45.35371336,1.913943948,0.502917739,0.520867983,0.193315118,0.437467545,0.026757812,NA,2.740000156,235.7976484,37.7151001,13.49064974,-0.041661368,1.536596268,41.64789006,34.98283305,104.2567626,270.8089516,0.797733897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565088,2MCDB,0.446045469,0.58470189,0.652749912,43.79569449,2.390376296,0.216003226,0.124947325,0.414629206,0.424709265,0.018992523,0.059235515,2.568615852,108.8392595,18.7565209,10.5558274,-0.007631014,NA,15.62007569,26.0584358,32.25685714,273.0851179,0.560874003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565099,PHVJ4,19.77040586,0.337404423,1.738561323,NA,0.729770104,0.543657598,0.055959685,0.017316746,0.291290857,0.021199475,0.059558611,0.988043062,791.7758277,NA,14.30007296,-0.037119355,1.070824124,73.2039813,49.09322817,290.606617,603.8437068,0.239876801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565100,PHAW6,3.304441852,0.493791654,0.753017599,33.30015749,4.097560753,0.166912322,0.049306954,0.021303767,0.255395957,0.019079016,0.118872043,1.321579988,269.5167377,31.3342914,17.16241694,0.018929294,0.669066735,22.19335353,4.958517989,199.3751734,622.2182685,0.231774372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565101,PHEM9,3.695206907,4.022938018,0.994468328,78.95023282,5.472225616,0.210059625,0.421539026,0.084444574,0.719875174,0.336052338,0.495115733,NA,379.5440818,38.02592921,14.52214562,1.807047744,1.04506831,45.63492638,26.13766078,262.3443937,529.7090174,1.304461398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565102,PHEW7,1.722870432,0.406992704,0.479572963,4.754462054,0.655623208,0.104882461,0.066301496,0.188476552,0.307613255,0.028303021,0.144167373,1.387790368,83.49913122,18.96985891,12.93820241,0.012363104,0.607530982,55.85461193,32.13775466,54.61246367,377.4161815,0.24226984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565103,PHFA5,1.052219289,0.196199403,0.526424587,19.24502114,0.453375102,0.11848576,0.072315787,0.032972655,0.140869357,0.02875706,0.066749823,1.419373244,161.3630137,18.59047933,13.64352689,-0.047693115,0.849684755,31.33539342,5.759851677,156.8267062,258.7282457,0.280893555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565104,PHHB9,2.299680515,0.312472595,0.481665873,10.06856201,0.676131085,0.113388917,0.115543174,0.032610031,0.154627354,0.015193237,0.044077704,2.000682442,146.3231114,28.96765777,11.52855763,-0.042333758,0.576260368,42.75204184,11.7440924,107.0322137,454.2734776,0.345098532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565106,PHJR5,1.317006371,3.639446754,0.531737986,26.1534738,5.191231726,0.078447096,0.375574595,0.046929186,0.875184932,0.014351716,0.110620265,9.230467324,234.3760436,16.622031,13.82295024,0.014108363,0.573644047,17.54976566,11.58717211,109.3332148,230.7162416,1.082306197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565107,PHKE6,16.11752623,0.482057177,0.514690353,40.35599543,1.266323916,0.688326488,0.052035186,0.038509197,0.180828582,0.020490478,0.052981924,0.994508494,427.9058289,31.80349613,11.45749297,-0.049397406,2.186857839,53.09165388,17.01166356,125.8302825,336.9995533,0.245046694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565108,PHMK0,1.940316689,0.505972154,0.498633402,10.91284909,2.044644553,0.21154662,0.056448457,0.021606587,0.260171267,0.051494165,0.075214083,1.058383867,331.6639862,19.82584684,12.21205566,0.222754054,0.418678851,NA,6.046689131,127.4724994,713.2551668,0.300405367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565109,PHN41,8.59006203,1.003092408,0.526393757,12.24410667,0.822055217,0.210135076,0.137292396,0.045054672,0.178735479,0.073123031,NA,1.323347764,87.94957449,18.04442338,11.09872963,-0.048014208,0.689679347,26.88344817,7.467064345,42.97880618,328.8466568,0.23058564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565110,PHRE1,3.436877909,2.310282506,3.621783001,29.76948206,6.685731749,0.400364398,0.282371377,0.080864902,0.641146986,NA,0.152087375,3.841617722,609.3925349,20.58438398,11.72987038,NA,0.702773958,66.98528917,16.67297359,218.1086727,475.6476322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565111,PHV57,1.835348512,0.26681218,0.534540288,18.45615067,1.186879484,0.295053091,0.056355206,0.022000033,0.112352867,0.014755331,0.08755032,1.021788844,173.796821,41.33596659,10.24222328,-0.035306089,1.451856439,49.6638515,26.84138857,107.7281008,296.9649872,0.235712331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565112,PHW53,3.9138508,1.029052413,0.69284489,68.87535357,1.107940454,0.468080162,0.154011123,NA,0.551753412,0.025129792,NA,2.257956432,402.9321142,34.27740008,10.75844564,-0.021581946,1.297052434,69.86345542,5.160970351,266.9276446,651.3642444,0.264769268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI565113,PHW80,4.643746762,0.722923976,1.91241659,6.163694091,1.556363974,0.086590928,0.26168887,0.058491861,1.355534701,0.034362956,0.071954839,7.995448112,449.8566852,15.17906543,14.57310456,0.423280953,0.54797265,44.86184491,15.46520007,111.6344408,181.7958787,0.379730537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI566938,CQ702RC,2.366779117,0.601935276,0.880465599,16.90702753,2.474027366,0.3059397,0.076998841,0.023689888,0.436049018,0.054028925,0.08732023,1.841509741,378.9011044,96.55455198,16.48314789,0.035434599,0.376033373,24.63550932,25.30095402,72.78282485,424.5712662,0.272909207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI566939,CQ806,4.159495982,1.763850738,0.566702236,20.73828107,1.756230109,0.322284696,0.07305069,0.049873158,0.396881584,0.055943162,0.06145069,2.205219378,252.24517,20.64165895,15.27346388,0.027059108,1.487350595,33.10802461,11.69996227,96.98009292,636.1683754,0.682277011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI566940,NQ402,1.626866165,0.371014587,0.48432496,10.87194649,3.94965204,0.096483091,0.057347931,0.01653567,0.250557326,0.173022571,0.041127422,1.060948645,310.0947219,23.23118291,11.71764069,0.399795709,0.570461632,31.01302485,23.44305457,132.9830412,346.9820389,0.375613938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI567903,CL614,1.346568938,3.340202332,1.536458096,42.7802615,5.837039662,0.899270102,0.542091199,0.129528331,2.065626637,0.037492979,0.326928579,32.0086874,564.4047748,20.35972057,13.01199179,0.228259057,0.672610551,66.61555667,31.83228952,70.76693245,559.1995164,1.910737608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI568158,N199,3.04756944,3.410833108,3.889136651,9.267682041,38.22615072,0.391977284,0.085571686,0.032144361,0.494073102,0.22103977,0.07067146,2.60779924,226.4127717,30.57701113,10.99407587,3.077264608,0.314652353,48.77339687,7.461904354,407.9343502,490.1151305,0.388675209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI572545,KW7691,5.970339319,0.379550776,1.841828061,35.71058206,8.410442461,0.113740476,0.057228105,0.017094176,0.307762705,0.019601902,0.061316435,1.106721783,445.2860669,20.34613681,12.10425478,0.733923189,0.238645639,39.27268805,35.41342448,194.1633878,663.945479,0.235230918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI574390,LH218,1.644654484,0.716108123,1.333777025,9.817384532,3.7316823,0.189987991,0.068684022,0.021973326,0.174546175,0.047566098,0.045872002,1.225592302,140.4196883,37.71500635,12.84962177,0.154687576,0.690088488,20.01191847,29.12184604,268.198566,1113.910775,0.465948256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI574391,LH225,8.794024887,1.29525402,1.923708016,138.7540361,2.514469646,0.091770115,0.848567702,0.184604738,0.515076636,0.033586476,0.060812093,5.076155329,505.5177511,15.98376565,9.25878676,0.288653202,0.731407923,29.3498816,6.898186735,137.9884315,274.0913425,0.642688401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI574393,ZS365,-0.016553119,1.174742699,0.963411992,4.46949997,3.36945022,0.056638344,0.195810008,0.042288897,0.132062608,0.029249419,0.075114116,7.53803253,73.76468475,24.09931024,8.950887422,-0.004883125,0.369764073,20.30854737,11.35319355,216.582305,475.5304887,1.059424253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI574394,ZS635,22.5333242,0.343325298,0.510294569,10.68907377,0.632063072,0.057585542,0.072438958,0.01960874,0.431114091,0.017570253,0.069270257,5.770374845,442.0386859,18.69221421,12.190129,-0.051930003,0.51197069,29.54978146,17.07927902,264.283633,458.9911903,0.246435985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI576169,LH168,1.482705382,5.286619109,13.20791102,84.95513398,3.142824896,0.259719558,0.118916743,0.021212019,0.215396497,0.016110146,0.192312127,2.650516176,964.4125635,24.14298642,11.5624657,-0.054497495,0.70369109,74.29998427,25.23171908,188.4694906,394.5259442,0.24884407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI576170,LH169H+,5.649536656,1.936945818,1.873016024,24.22954305,5.569231704,0.982252371,0.46163978,0.044985058,1.63074245,0.049020111,0.09456739,7.720579037,332.8554078,26.88659602,17.10056119,0.73302963,0.562094101,70.93971207,43.10970532,104.2921015,571.0616014,2.431005565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI576171,LH185,11.48683167,1.089092024,0.477977759,41.85837796,0.904706831,0.54513642,0.086943803,0.048000624,0.607903103,0.015305975,0.07038647,7.526090234,718.3245245,NA,10.6745185,0.020496289,1.201845096,75.04063731,12.61892098,142.3676907,802.6167979,1.622084385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI576172,LH186,4.564487588,0.697294242,1.058236903,20.88336416,1.75710319,0.595931051,0.067281198,0.020172529,0.394345551,0.017152955,0.041690228,6.668493884,547.4412158,16.41562833,17.47177155,-0.012905332,1.963640169,196.8924525,19.86380703,151.972058,1339.991013,1.191186589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI577812,907,1.935413826,1.81822595,0.454796181,4.700084663,2.132503736,0.06505899,0.101502823,0.024388497,1.297876609,0.051876952,0.15618052,2.721655713,267.0141044,24.49477749,9.878952596,1.18004078,0.34322414,50.02749326,6.834897424,149.5516606,561.7010768,0.394799071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578029,PHBB3,0.952421839,0.446828032,0.481341163,12.38755661,1.220545528,0.180168114,0.051770094,0.015992928,0.112200725,0.03039079,0.047212718,1.038997114,55.41133855,14.32183188,9.634430622,0.144321189,0.2687134,12.75463211,8.044562603,122.4182487,711.5651724,0.415195263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578030,PHE69,2.400746759,0.877383352,1.026965924,26.01245546,3.469944215,0.126400926,0.279493756,0.023146307,0.629032225,0.019981362,NA,1.077730345,261.7715888,17.91074635,11.85818399,-0.032331325,0.450726576,53.1099493,8.800708514,64.85526922,213.7338021,0.272587538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578031,PHAA0,3.288845923,1.42899644,3.99102983,13.91777361,3.480425192,0.274558645,0.08072753,0.020210507,0.314048167,0.394150809,0.07085536,1.266347206,285.0770419,20.7067676,19.72626796,10.29616515,1.136472478,65.21113213,19.27828164,206.52186,381.1478044,0.724362037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578032,PHEM7,0.631969479,0.154217907,0.469971312,13.52963841,1.33669556,0.083395768,0.056128935,0.023436194,0.124922024,0.017521979,0.048786617,1.138328408,490.2106978,21.0171009,9.448754565,-0.018803887,0.590641108,50.68333837,3.458820489,171.7500936,322.443991,0.249790256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578033,PHHB4,1.945832611,1.150210085,1.978301782,17.90149337,1.791423558,0.126514334,0.068501663,0.043117903,0.1811689,0.015553115,0.047709761,1.502328961,166.7992352,23.17503418,9.956593359,-0.048831112,0.372665895,61.49969799,5.890385243,145.258154,202.7579096,0.327381566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578034,PHTE4,0.424624181,0.360952016,0.638123132,10.45469525,3.851902687,0.171944934,0.057045105,0.027677414,0.177227491,0.069706232,0.059445335,1.474684426,154.3153384,24.93203336,9.0232148,1.447425006,0.62603719,43.03930725,12.93277063,135.6619799,342.7657609,0.991196698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578035,PHTD5,0.411451161,0.226830271,0.46824269,6.534677074,0.788385918,0.12333134,0.054243759,0.02219679,0.146214216,0.015339118,0.086217944,0.988707313,170.3079811,22.87589576,9.847831656,-0.029076742,0.376368922,35.5629134,13.97581124,186.1940896,410.2045263,0.268355908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578036,PHRD6,2.04325187,0.450209498,0.560402985,10.77250863,1.455642896,0.233340669,0.056873741,0.036895037,0.190921699,0.015852773,0.06998293,2.07545174,194.8688884,31.87361136,13.50174806,0.010327146,0.390695034,39.68240871,19.68729148,255.749223,316.0004639,0.504596395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578037,PHKM5,0.838370922,1.620967216,0.469095105,22.90564148,0.712696948,0.109957426,0.076858325,0.02811842,0.109611,0.016773473,0.050822759,1.339678036,128.3532426,20.58691321,10.61277955,-0.043344619,0.252916599,18.86267474,8.728361336,173.9677128,369.0625099,0.23571986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578215,NP899,2.667583126,0.33631406,0.492407929,18.65869506,1.124228034,0.295425903,0.068335085,0.018626416,0.174939692,0.04084855,0.205024107,0.978420242,294.5482756,32.04166,9.18235548,-0.023775563,0.61989637,25.82078547,4.4810043,93.68921779,239.5115305,0.235941779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI578216,NP901,33.95870012,0.526152976,0.524836506,8.733921687,0.75729515,0.05565689,0.120967554,0.024110624,0.559667143,0.014231791,0.053561849,4.609141542,206.0229298,20.12528848,21.60935756,-0.047282438,0.701373308,40.49776253,11.81236741,109.381465,156.1977217,0.251168015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583350,Mo45,4.555174626,0.215490315,0.457600487,59.49948396,0.415876643,0.798845584,0.069869796,0.026359187,0.203737747,0.022662357,0.108988738,1.013340467,342.2914222,31.13517539,14.03159334,-0.048671524,0.30856688,43.76844392,3.643887206,54.91387056,558.9526724,0.253216155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583352,Mo46,1.605710788,0.167425942,0.466378884,31.25952813,0.469612309,0.31909091,0.047132294,0.023513917,0.168932452,0.043210925,0.066521887,0.91615769,200.9530071,22.04752006,10.63734817,-0.0479811,0.40672895,39.53430647,3.198673401,271.0991573,390.6267986,0.240361542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583356,AM0776,1.930828668,0.405481139,0.481543922,13.15415698,1.850607678,0.216147672,0.08813264,0.057637885,0.143092251,0.032509331,0.05937374,1.018345681,390.8982063,28.16472146,11.94142264,-0.041916167,0.578966875,65.77991498,122.111729,349.8481069,821.8115703,0.397502157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583755,6F545,38.41167567,0.209001753,0.462319428,9.628799996,0.56612963,NA,NA,0.033644004,0.255081482,0.030186695,0.056241567,2.153105363,NA,16.8557282,NA,-0.034378232,0.742440634,48.54294109,5.881877529,248.1286477,571.8221662,0.219657172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583756,84BRQ4,1.395519697,2.846286777,3.713765586,5.45313627,11.29458932,0.082068436,0.610215017,0.086484026,0.659845135,0.150823387,0.07781021,3.04900806,185.8780431,8.746724175,8.067384947,1.608801717,0.193942079,35.95789803,8.585595882,146.7039878,265.0728248,0.819421577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583757,84QAB1,0.311160458,3.927036602,31.46169455,0.953431161,3.611455704,0.060571858,0.165861218,0.036933168,0.302447898,0.0295334,0.071585792,5.785784953,99.37485959,9.377558457,8.10488344,-0.015338162,0.09514094,14.86629951,7.066615274,70.69991676,203.8636568,2.623570565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583758,91BMA2,0.586128814,14.89908586,8.462206474,6.449870811,35.77570543,0.030198553,0.190493908,0.021423906,0.111882991,0.018874832,0.17501119,1.624491763,92.92689131,8.86765434,8.550624264,-0.032043355,0.089446899,22.53495691,18.31805111,134.3904491,402.9201478,0.352405323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583760,F274,0.018989605,0.397140707,0.45331495,2.44064109,0.732055948,0.042205096,0.270308467,0.031458602,0.12436016,0.018848354,0.04501235,2.205843196,172.8253352,8.235672095,7.856912267,-0.048216179,0.128719574,16.84935291,5.370679595,100.0031708,246.712167,0.225338467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583762,MBZA,4.057620869,0.507664526,0.470534262,24.70906246,0.921942428,0.066951377,0.05841073,0.027592468,0.913809505,0.039989632,0.072376297,1.210912434,325.9372513,11.49135195,10.57797691,0.070690546,0.057143948,20.76761176,7.30751928,140.2995467,444.998297,0.430370757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583763,WDAD1,0.580302059,0.185286731,0.471104304,9.34363819,0.426613592,0.035278354,0.075463257,0.027413671,0.099485042,0.011125421,0.039486067,0.894542031,79.52277911,13.9355581,5.759338754,-0.051433071,0.252971944,8.941293674,14.41693352,35.02637835,324.7700132,0.234290793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583766,8F196,5.205155211,-0.360564907,-0.889796188,NA,-1.002107919,0.003807489,0.056857527,0.029464097,-0.099118028,-0.001552314,-0.00141065,0.088965504,NA,8.225725492,26.28534691,0.118802288,0.126301896,25.95324628,-2.518298953,144.8388495,325.4951169,-0.320325582,0.014125951,0.009027306,0.010433213,0.10279214,0.01895048,0.384539335,2.935069847,0.014888028,0.016555312,0.011578774,0.058346594,2.348880296
PI583767,8M116,4.127358147,-0.34247297,-1.189434192,4.472083785,-0.831036669,NA,0.077274867,0.012855013,-0.002895162,0.047077726,-0.004285326,0.527272908,203.985392,5.377763843,25.54581145,0.068993234,0.171387175,41.27512249,-2.035982364,198.746691,408.9425515,-0.142678817,0.033865057,0.008800878,0.023349029,0.117841132,0.034875216,0.3443397,5.301080326,0.020189049,0.010196105,0.005501931,0.126840703,2.831196885
PI583768,IBH9,26.29075248,-0.128319081,0.747624402,10.78285663,0.944229392,0.028098259,0.114191243,0.204158356,0.168537132,0.044494163,0.005926627,0.235057293,250.9341635,8.87298923,35.11983813,0.435078532,0.155397094,31.91667755,-1.03058626,146.2777254,323.9595865,-0.266375411,0.03049998,0.00978356,0.034735324,0.290666159,0.008880208,0.45512833,5.716280504,0.036289352,0.035949572,0.014033463,0.110911854,3.836592989
PI583770,OQ201,3.814176082,-0.476423008,-1.138424111,5.597288887,-0.639371927,0.043184944,0.055147257,0.03024206,-0.102308996,-0.005854101,-0.050317954,0.303768157,167.4120126,5.269079124,14.91377543,0.048772484,0.161385353,24.96454362,9.590467838,141.8608087,340.1574815,-0.340605906,0.011515239,0.002692561,0.006568295,0.265089481,0.010863454,0.221892902,2.97355377,0.025363093,0.029763168,0.016524265,0.240191516,13.3963964
PI583771,OQ301,0.462367927,0.30320588,0.472472909,3.655546754,0.730835128,0.073395132,0.052164899,0.014598382,0.126227511,0.02501477,0.04617152,0.895416037,154.7434282,10.90217492,6.245646205,-0.034698483,0.067929128,22.05510186,14.25521716,167.7399586,569.0504605,0.318151991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583772,MQ306,24.02274387,0.23841823,0.455499873,6.526247774,0.594071831,0.033718837,0.045924748,0.023569284,0.11835023,0.028001073,0.047859342,0.875441618,78.19046697,15.93063399,13.77255594,-0.009405612,0.085913174,18.24858729,5.099831618,183.7493505,642.7970803,0.234968662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583773,OQ601,1.227365568,0.229382814,0.479519669,15.80294882,1.135757134,0.061637738,0.061777768,0.013628379,0.117316691,0.015132678,0.037000097,0.915093106,262.6962994,NA,7.497289563,0.055619801,0.31615066,34.03593818,11.36842094,187.4890447,601.1443013,0.25945549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583774,ML606,41.55050056,0.469057647,0.539259663,2.996939182,0.872808986,0.169416447,0.057247304,0.022884148,0.421176182,0.03662996,0.076552142,2.872870768,109.925734,12.17574236,11.98619965,0.092125124,0.304184558,37.4901552,13.54828362,40.90888633,426.7094439,1.534946731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583775,NS815,NA,0.455762859,0.455147596,8.391074318,0.545300782,0.050032191,0.079420019,0.018601338,0.122149126,0.020592937,0.059331668,1.105955324,123.7505021,15.78390499,16.30162338,-0.036091308,0.194744266,28.46002474,4.639455283,127.5613243,360.855275,0.394199423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583776,OQ414,4.147763027,1.284391212,2.815598376,21.32470169,2.738094944,0.133704881,0.078528202,0.031757487,0.241230482,0.018120012,0.0793794,1.909285281,290.5802114,14.08946554,8.48303734,0.046590317,0.848922346,45.36303306,6.146818058,147.2137746,473.9685051,0.39030921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI583817,CQ715,2.588907599,0.386036615,0.557550171,3.814460176,2.546053784,0.067709695,0.073687126,0.02679221,0.527054275,0.069704687,0.041120865,3.470649364,349.3713537,13.29174668,9.231519267,0.025994222,0.350565719,79.95478048,20.4631663,62.36978733,336.49619,0.240735668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
