Accession,LineName,X4CGA,Apigenin,Apigenin7Oglu,CaffeicAcid,Chrysoeriol,ConiferylAldehyde,Dihydrokaempferol,Dihydroquercetin,Eriodicytol,Isoorientin,Luteolin,Naringenin,pCoumaricAcid,Phenylalanine,QuinicAcid,Rhamnosylisoorientin,SinapicAcid,SyringicAcid,Tricin,VanillicAcid,Vanillin,Vitexin,Quercetin,Apimaysin,Maysin,Kaempferol,Apigenidin,ShikimicAcid,FerulicAcid,Luteolin7Oglu,Eriodictyol7Oglu,Naringin,Syringol,Naringenin7Oglu
NSL28966,Oh40B,4.056773292,2.259143799,3.889980793,7.493018301,6.802563866,0.134365114,0.083435994,0.031692197,0.56232897,0.074476258,0.554604614,1.368729689,200.1320258,14.87143043,19.14857489,NA,0.470486617,30.50831666,7.893779902,176.5093742,331.6210769,0.190331039,0.015013767,0.010577963,NA,0.264469351,0.040668757,0.358863487,5.165934229,0.559299674,0.011222207,0.01164912,0.087872868,0.26116485
NSL30038,K4,4.831420257,-0.096657054,-1.180539374,27.46415393,-0.492559666,0.18455317,0.057981614,0.044601788,0.270215039,0.019411764,-0.048200357,3.342471713,197.9855608,13.64872006,14.26578901,0.208934691,0.376861041,28.67865934,-1.500456752,162.7231811,384.0757489,-0.260556761,0.013032596,0.015389765,0.072582479,0.064218521,0.051205265,0.305613866,8.222827776,0.099236471,0.030108473,0.035598242,0.10716597,0.162060681
NSL30053,W22,4.263936658,13.01201293,1.938809398,9.37165785,9.198101186,0.224554648,0.255491818,0.065771828,1.192952503,0.037529898,0.191449127,67.55906035,211.0598158,11.85331573,14.42750083,0.227164293,0.411468199,63.33860155,130.4472126,175.0572615,394.910783,-0.132203115,0.019411178,0.019085298,0.133295451,0.822745515,0.038070856,0.395410775,8.654355944,0.054204382,0.019899033,0.005530066,0.111335039,2.693630406
NSL30056,W703,4.412598232,13.77067937,27.22431909,10.11933968,77.32193194,0.061789453,0.053342975,0.109855694,1.479442173,0.028037781,1.092781842,5.72696359,172.0808148,19.37568509,9.934960168,0.825378482,0.346694835,29.53395967,113.0934422,175.0306733,330.4648456,23.77949801,0.031346297,6.280997024,0.621161638,1.235848015,0.20765625,0.511366889,7.174236641,0.988559913,NA,0.051317144,0.096535864,1.077067385
NSL30064,W24,4.383867715,-0.302666748,-1.107173224,16.24006137,-0.94934148,-0.013432991,0.086053825,0.028378731,-0.072272763,0.05684216,-0.037462553,0.134996885,166.2588493,7.604728172,16.31952311,0.124107174,0.117551069,24.75180474,-3.407525396,139.5372422,303.3300673,-0.210059114,0.001644068,0,0.006496551,0.054022736,0,0.274289698,3.493093913,0.034523344,0.030050858,0.016151382,0.019171606,0.153401271
NSL30065,W9,4.145821509,1.272294779,-1.067285097,5.561799336,2.493846583,0.016366367,0.126604212,0.020386646,0.080061656,-0.009919621,-0.01307954,2.823581059,154.6653887,7.523946475,15.33797602,0.05748739,0.268094619,28.60673828,-2.741550965,162.0883181,346.6737074,0.35846912,0.00685165,0.007131434,0.009686837,0.467946708,0.022700118,0.197934526,2.259189549,0.049464997,0.007033766,0.007688289,0.040870403,0.700558361
NSL30066,WR3,4.103740989,0.550503218,-0.976166756,4.944230636,3.420529009,0.013406654,0.0643259,0.025149452,0.340037906,0.040703895,0.012893886,0.129594122,146.9379009,6.003375674,18.40399933,0.064083756,0.129686476,24.26210581,-1.804193073,161.8369072,310.2078699,0.041944395,0.017110275,0.02127758,0.016104156,0.340958943,0.018339306,0.164711282,2.170083749,0.019911983,0.007953771,0.007281358,0.059924769,0.226380719
NSL30073,W37A,3.78621024,2.968643775,1.334782173,6.995921804,7.935542679,0.181176284,NA,0.155551001,0.013836067,-0.012496694,-0.018580633,4.151485427,162.2403589,8.08926544,6.762019287,0.071995254,0.125390178,29.44558183,-0.927662187,152.6741532,336.9684668,-0.286838647,0.030640088,0.009536016,0.013678036,0.177133958,0.035958188,0.343427655,1.692411331,0.017322224,0.009788636,0.014238024,0.071067653,0.365648575
NSL30861,A,4.179261684,1.97702129,2.710318227,15.58530973,21.60393659,0.122382394,0.054773711,0.086126909,0.474090326,0.254799192,0.2502496,2.304594388,224.9421624,21.14656716,21.47092852,NA,0.231667515,49.96255051,0.941517139,231.118486,454.2606724,-0.020177646,0.040066225,0.024970734,0.469865369,0.229788631,0.060201729,0.862566038,9.660853579,0.145603637,0.052108114,0.026711621,0.127150943,0.091223343
NSL30867,M14,4.538245068,-0.331729097,-1.181460125,11.81686286,-0.329633907,0.095700387,0.065239446,0.021088526,0.979297854,0.265397026,-0.012255651,0.282354915,309.4919627,14.19722037,3.76337816,NA,0.624395538,51.39816659,-1.80915073,218.3711062,472.8293538,-0.307879625,0.022270794,0.042172908,NA,0.318055556,0.117065972,0.452430553,9.040451159,0.115536659,0.06419603,0.006215397,0.089941062,0.971230465
NSL30868,R30,4.216997566,0.026842181,0.46817189,22.4470002,1.698075634,0.031286659,0.090981803,0.060214022,0.129100306,0.011070288,-0.014653906,0.224031478,277.0777419,16.25141829,6.331335134,0.065183849,0.492013037,40.62730745,23.23670152,171.1396796,473.6389745,-0.249353639,0.0192337,0.028032114,0.02496973,0.119112304,0.034141615,0.409240265,6.095137935,0.116964564,0.034838705,0.020283843,0.093692285,0.028243726
NSL30869,R53,5.034029428,-0.447900309,-1.22654035,18.72809328,-0.307932951,0.09491096,0.128221693,0.032530838,0.110398152,0.077785874,-0.048935221,0.173699666,269.8560717,22.85341421,6.876769198,0.397635692,0.708806103,49.31146073,-0.769382512,269.4766876,646.709897,0.951415285,0.004151802,0.015432096,0,0.242227138,0.02198109,0.386435448,NA,0.028027395,0.029814857,0.024222432,0.077123397,0.014371549
NSL30872,R71,4.365343305,2.088707496,0.002373208,7.945566372,2.434841836,0.039767946,0.085251981,0.103818421,NA,-0.003658384,0.039483086,16.35117566,229.7498651,20.69262061,3.682110419,0.069869439,0.149966317,32.43011543,-2.504654173,252.3956016,674.9132282,-0.321908031,0.012347047,0.002282486,0.005472727,0.160283566,0.013169492,0.222403757,6.197538489,0.045415713,0.022907625,0.009471313,0.027752823,1.084886694
NSL30876,R78,5.112827559,-0.473082968,-1.201497856,7.157213617,-0.90004213,0.057530226,0.063166389,0.031542218,-0.08808491,0.245279262,0.0150299,-0.00789749,213.472091,11.89289576,4.390790954,0.11800959,0.152304978,31.86825234,-1.468877177,225.9477091,534.3690663,-0.2203201,0.011079818,0.018255717,0.010927778,0.251047559,0.063129743,0.228232298,10.7772,0.010342741,0.016665591,0.006814432,0.132209555,0.022939293
NSL30878,R101,4.435815828,7.552265698,20.08342876,9.915178489,9.092974695,0.583458734,0.12073583,0.143335811,0.875125508,0.012811211,0.425412083,5.735845054,296.5020377,25.06218842,6.138801922,0.105065182,0.258475586,37.05164676,1.630173854,218.4733521,848.3350165,-0.152549755,0.013458699,0.011951527,0.02960063,0.239005778,0.00988048,0.385862221,10.15177383,0.156624216,0.02539949,0.022444423,0.076505497,0.273464893
NSL30883,R113,8.169568899,3.830709588,-0.262707553,5.534371645,16.97004868,0.061201732,0.048390261,0.020376744,-0.063908845,0.007398185,-0.025208117,0.127105895,203.8968742,12.788926,NA,0.148964574,0.478772731,34.52056317,-1.613710153,255.3587718,489.5441595,-0.049414648,0.00836076,0.038662522,0.00372685,0.093589947,0.30937547,0.483349206,7.680870308,0.047133625,0.030769599,0.014380952,0.077756297,0.022710772
NSL30884,R134,4.333174101,-0.206641285,-1.025438656,16.68853859,-1.034062664,-0.009477792,0.068270817,0.063941781,-0.047126169,0.012047698,-0.042169394,0.029668441,194.5623775,10.40613073,21.56271622,0.051786121,0.205988677,29.76368025,-4.002954756,162.1966096,312.5475321,-0.278048174,0.029468159,0.011607577,0.010214987,0.109478496,0.04505934,0.373118363,3.040480647,0.019882845,0.011982001,0.006398598,0.018270549,0.118844417
NSL30894,R177,4.159605219,0.508268036,-0.384484215,3.306646124,-0.47340859,0.030153694,0.128089463,0.039293772,0.03284529,0.025723289,0.108235463,5.651450293,198.7871284,8.949276743,20.97469431,0.258333628,0.148398772,27.73181128,-2.274122385,146.6177792,308.7939322,0.080180571,0.015280411,0.012450111,0.056107579,0.181668673,0.003279822,0.339501435,2.016493424,0.088692107,0.021917989,0.007720591,0.050159797,0.460082424
NSL30896,R181B,NA,NA,NA,6.4505551,96.5438223,0.026830948,0.107091075,0.055838613,0.394823894,0.226457182,3.005900599,2.273876178,154.7508267,11.57937483,16.12374182,1.550358548,0.330548258,27.89505356,50.47941797,136.4451816,352.7622612,0.543954999,0.002248264,0.081967316,0.042664103,1.198315157,0,0.399049004,12.24087118,1.459546616,0.057916667,0.005978723,0.089546763,1.212350574
NSL30902,R197,4.03052549,-0.216440261,-1.223270608,11.15151436,-1.107813673,0.01655441,0.066615148,0.023801333,-0.038317389,-0.013722657,-0.008412036,0.10743358,150.9532989,11.18568238,12.26538975,0.073348723,0.104999368,23.75810168,-4.684929231,128.7014994,336.014483,-0.31598459,0.00250817,0.020982996,0.024161975,0.103807496,0.003284314,0.407757673,2.838950487,0.040386963,0.005844322,0.008420351,0.031065075,0.044026975
NSL30904,4226,NA,1.065353184,8.305985431,5.905032651,5.464350317,0.111542412,0.115153525,0.028974202,0.117521245,-0.000774332,0.090289988,4.310209723,172.0785929,9.725676449,9.595740595,0.155385353,0.22579372,35.8428143,0.884422448,168.9122455,361.2083631,2.00495638,0.025380145,0.104580117,0.157335773,0.122810336,0.127556634,0.644312454,4.863240412,0.085873687,0.018211113,0.04143558,0.118659045,0.280886184
NSL32723,ND1,3.749231747,-0.365444625,-1.086183691,7.163358141,-0.642097263,-0.020397989,0.084055619,0.016098423,0.147960178,-0.020519059,-0.051903448,0.100386061,162.6323195,7.541504886,6.12888034,0.04220074,0.101967061,26.05922176,20.1885993,129.6710614,334.4650552,-0.339534736,0.01517598,0.003235632,0.01134273,0.16551193,0.013179327,0.151133915,1.531185209,0.020338618,0.014619835,0.00277095,0.054016672,0.014474021
NSL32726,ND167,4.3833276,-0.342400107,-1.152146177,4.075996077,-0.6468818,0.11377622,0.077514313,0.029482626,-0.002728802,-0.010066497,-0.033761329,1.049478862,155.2871594,9.098343129,33.1513329,0.057539603,0.154622375,28.23995496,-2.136387348,162.2259632,354.3032415,-0.284547828,0.01527377,0.026294168,0.0206407,0.153295377,0.003686441,0.539190947,1.746444263,0.019502343,0.019897327,0.014803653,0.061597335,0.118347821
NSL32728,ND230,6.290851568,1.790770249,9.349904345,7.303628253,2.371706622,0.118577447,0.059505385,0.022411397,0.794765136,0.014019955,0.143256601,0.547434117,148.6201039,9.498370299,16.3252727,0.199052945,0.17842845,25.31899297,0.127794475,133.8675193,323.0535147,-0.142631789,0.006000877,0.00803802,0.022925557,0.213662877,0.005002335,0.357643144,1.500506745,NA,0.031370212,0.031325826,0.06956852,0.126272969
NSL32738,ND283,4.218281703,-0.50551253,-1.162430997,15.17660161,-1.010437761,0.007673974,0.056322561,0.030656163,0.015110924,0.013626205,-0.038696496,0.149377204,178.4210609,5.652321176,25.57230273,0.142296983,0.11792912,25.33796332,-2.623923218,157.635711,366.9034214,-0.080916293,0.021870951,0.004317167,0.008737611,0.208115459,0.050178967,0.319172391,4.090129837,0.142007051,0.004544492,0.069355272,0.166245032,0.239733915
NSL34374,SD15,5.132075924,-0.377717278,-1.085763601,9.240644065,-0.678478977,0.325888798,0.357819289,0.049036966,0.546447379,0.067384781,-0.043672922,2.644022914,212.0122908,9.532488319,31.17466595,0.343733065,0.107407108,29.53316808,-3.626978333,172.929476,445.3834125,2.655798,0.013034523,0.140282513,0.016870062,0.421992593,0.11206362,0.527590088,4.555128699,0.059788336,0.02671011,0.056312285,0.283290309,1.298816101
NSL42873,A12,4.405293904,0.550676105,1.527185704,3.387774063,3.594027529,0.060862052,0.093904954,0.026658407,-0.032650352,0.04568285,-0.022901909,1.842297501,188.7245492,7.768244907,21.76931339,0.100475592,0.114415864,28.94433255,NA,173.330744,382.2538666,-0.140265667,0.00537808,0.012851421,0.001092896,0.492746116,0.050334001,0.438789685,3.339456083,0.120490357,0.023547691,0.010604057,0.145974021,0.160180401
NSL42875,A71,4.461409328,1.345425507,0.024911634,11.5507648,12.49354565,0.287594714,0.057487704,0.029757804,0.251280834,0.068940444,0.002240308,1.661822223,188.2903107,18.5494767,20.95612404,0.195125988,0.235165991,34.2372903,4.401576849,248.1816161,482.077346,0.381836124,0.01858532,0.050799968,0.114673358,0.446835205,0.064347182,0.367994455,8.28010742,0.04554909,0.039289657,0.026064841,0.19108613,0.082245327
NSL42878,A171,4.475148437,0.292902037,-1.004994522,12.55592255,-0.219617037,0.115523493,0.083871351,0.041760702,0.808435717,0.016612805,0.007086172,4.940082215,220.6516607,17.33728046,17.5276932,0.187199088,0.677546496,32.67760201,-2.952884379,148.4605961,442.6202921,-0.242796374,0.024957946,0.034401201,0.041810828,0.217414695,0.016740539,0.245406293,9.95631693,0.069337672,0.015778183,0.009259034,0.048849881,0.219075756
NSL437933,AUS TRCF 306238,4.49155065,0.163371274,-1.162447274,6.172749286,-0.468886065,0.031644388,0.055793251,0.021748026,0.345195945,0.001564245,-0.042795093,2.250755039,171.8877074,13.72393086,17.18558339,0.095519667,0.241817184,30.62741813,2.079214349,173.2360509,465.9033739,-0.18794434,0.012495457,0.022682344,0.039399457,0.249420215,0.0616979,0.189834158,10.93824222,0.041433232,0.027559621,0.004196303,0.219258086,0.018915825
NSL65863,B7,59.54445546,-0.534866275,-1.097934564,7.091310914,0.42767482,0.397522045,0.063141144,0.027015658,0.530324012,0.01389918,-0.019386337,1.236239938,352.0889448,18.62904847,30.8697193,0.289651977,0.271263319,54.97156187,9.155147246,195.0372829,396.2012614,-0.292719726,0.018493512,0.006592467,0.117471761,0.288909269,0.023231771,0.877026534,14.44872866,0.272137307,0.008980587,0.011805486,0.113490143,0.049539372
NSL65864,B8,4.280333916,-0.185915944,-1.22599107,30.98908964,-1.016542322,NA,0.058295094,0.021719896,0.370624752,0.003640917,0.058648497,2.415312163,211.3936457,18.87897572,20.42892368,0.088475053,0.447431124,32.64572591,-2.91629208,NA,NA,-0.290401655,0.033949416,0.01571969,0.038477837,0.104522883,NA,0.539044369,7.967789116,0.031988399,0.019255237,0.010372461,0.034403555,0.038970286
NSL65865,B10,9.255721703,9.496083297,14.17253607,NA,10.96689613,0.331114409,0.091660439,0.022909541,-0.010608365,0.010922973,0.127100783,1.495384718,208.9089982,11.55354984,16.80722844,0.632919468,0.39770512,31.18752386,1.494102271,175.5209723,376.6801211,0.867484145,0.01303932,0.026875157,0.054064827,0.752915731,0.03743466,0.447921543,7.367579618,0.195094301,0.032827216,0.010518003,0.112882166,0.066993427
NSL65866,B14,4.854278768,-0.074504362,-0.781953895,6.823314089,-0.017275145,0.10653963,0.065253992,0.021308921,0.08616591,0.015560655,0.072948675,1.344081671,175.1715033,10.49933195,12.1918277,0.108075022,0.243812099,32.47966669,12.04924435,193.3384415,387.1652478,-0.04841991,0.013504902,0.015848596,0.051613489,0.235022051,0.097999302,0.137198684,6.419155066,0.099712356,0.017634183,0.020411197,0.084267019,0.048326871
NSL65872,L289,4.075557438,-0.115576687,-1.192422637,37.33776502,0.630755568,0.066486531,0.067588009,0.11580658,NA,0.079753952,0.077307506,NA,171.3354576,19.84368642,10.37506176,0.156874732,0.214099478,26.97822212,-4.312466516,134.3185045,321.2138492,2.248995924,0.004296296,0.021731891,0.095368277,0.229912637,0.081381188,0.414144439,6.746659773,0.081652089,0.033621545,0.009274924,0.139442027,1.512611528
NSL65873,L317,3.24569243,0.063366597,-0.649162493,10.65780032,3.954832863,0.478919418,0.081735872,0.041486297,0.026817323,0.041085602,0.009332162,0.480332597,183.2376541,7.975195846,4.196519301,0.083336786,0.524426792,37.04333024,6.046919856,132.2668638,507.6454886,0.613407881,0.023228967,0.017029141,0.051227126,0.336726305,0.039224313,0.183541451,4.58180168,0.045655999,0.016588928,0.013329,0.080202811,10.5435594
NSL65874,Os820,4.365967621,2.172203698,0.199821521,4.189904579,2.749526139,0.035010654,0.054623709,0.093906635,0.048759481,0.153897162,-0.043762939,2.98363211,161.982103,8.086263524,26.16506994,0.11644821,0.146109644,28.28392857,0.488263651,167.6125726,325.0046473,-0.036237802,0.027477149,0.006825934,0.025253333,0.442912857,NA,0.601149823,2.871868352,0.315302393,0.030544731,0.00514881,0.104910189,0.127853516
NSL81596,A258,4.119268596,0.773601494,-0.646774915,12.61463851,0.835268403,0.00408741,0.091521541,0.027747847,-0.083927148,0.039547811,-0.052317885,-0.013163144,170.6731013,9.393185144,15.88423052,0.230181019,0.112191187,25.2739426,0.7593538,159.324342,354.4827633,-0.212369481,0.014118436,0.016012872,0.037524198,0.359491333,0.007705296,0.248548075,6.914016786,0.0709094,0.024762679,0.015095578,0.196947469,0.025204863
NSL81597,A648,6.518450731,NA,-0.993550982,12.42867076,4.524213573,0.289388798,NA,NA,0.563813239,NA,NA,2.068739922,236.8661583,15.39778605,21.35312679,0.235532507,0.573859419,51.7151271,6.573381299,182.533439,395.1079003,0.542929548,0.028057666,0.051493525,0.127429629,NA,0.010710706,0.560384617,9.244046572,0.082593423,0.013327466,0.01381151,0.365763621,0.102490989
NSL81599,A659,4.086891118,-0.364170672,-1.160912,4.851194382,0.253761455,0.139956794,0.065904025,0.024777639,-0.06658952,0.016550924,-0.010170467,0.236565283,198.5485524,8.217214827,18.22023447,0.056665243,0.098942501,32.26944663,1.778090304,159.2592535,513.4457339,-0.316262678,0.01975516,0.031912633,0.040745103,0.083605396,0,0.785102153,2.731500521,0.017229906,0.028657161,0.02858491,0.138753786,0.029080636
PI257513,F115,6.826554099,0.358866277,0.473504226,98.47900374,1.357282258,0.19913048,0.068881766,0.144868716,0.485403095,0.037461014,0.153383105,2.676097522,387.6366778,43.66942738,11.47589368,-0.051045559,1.073164273,11.9114577,8.513485824,48.45407492,202.1785375,0.343777441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI257517,FC46,6.219837499,0.979443262,0.503536858,NA,1.056975625,2.256701728,0.075614592,0.147257707,1.227504033,0.031484396,0.10307167,3.896400816,432.5077946,32.81158295,16.33996738,-0.037714902,1.0807052,40.07900832,10.21942355,378.3646846,840.2891282,0.365725152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI303924,NO.380,2.778622407,1.160500755,0.481352785,25.82596555,1.02496459,0.303844789,0.304339625,0.055063317,0.166597168,0.035297234,0.194595385,1.918415143,286.6796604,16.26821993,16.83174676,-0.039683934,0.52056049,16.76456381,26.46074018,173.5738556,361.7780225,0.525708358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI320827,T141,4.642416405,1.849866788,0.482064424,NA,0.736772284,0.087954364,0.067585768,0.078272123,0.558058488,0.058931254,0.139392804,2.480423495,190.5075616,30.54347355,12.70460727,0.003629925,2.20006834,57.13135516,3.410440522,NA,506.9913046,0.245693416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI340818,63 T5a,3.381225577,1.111528791,0.473937998,NA,1.136298569,0.276586948,0.05600433,0.019112769,1.08793822,0.031280291,0.090651911,4.244892031,912.7974871,22.73391714,13.45054044,-0.01984105,0.964608748,NA,11.74542027,259.4439993,459.2053712,0.628935255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI340819,T9,1.656003155,0.261126163,0.455627435,12.46190926,0.484339405,0.121949109,0.0545378,0.023868171,0.106138424,0.036059586,0.053413297,1.023388647,159.0035122,30.45059027,15.20462345,-0.05500652,0.58777556,39.35859445,7.162715117,388.0690535,512.1030624,0.280047734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI340821,O22T122,3.359877916,0.548370331,0.483506156,47.12511119,1.234741617,0.604202727,0.074328178,0.017865623,0.11504062,0.015067106,0.055280109,1.181412384,207.6868314,30.48563021,10.41090493,-0.051511485,0.496675029,46.22579789,7.020203976,160.8288405,489.6231701,0.453091241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI340829,T146,3.539145861,0.394385477,0.467379066,34.39222823,0.537283228,0.336154792,0.065179049,0.033907851,0.262498842,0.013424143,0.073954859,1.074181394,124.6376384,21.57453349,15.84218381,-0.047852593,1.189157138,30.59566924,5.109318966,267.2343981,399.8424733,0.300028201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI340830,T242,4.589605394,0.22747917,0.480418408,17.80897968,1.351939616,0.556944421,0.078568391,0.017161917,0.115947133,0.030597103,0.075309974,1.21450116,222.8104089,20.81996089,12.71182101,-0.055119994,1.361458698,37.01308786,22.16347186,381.3656953,825.0635306,0.333005926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI340855,B-18 INBRED.FR.SUPERGOLD,1.592241421,0.551156118,0.486565062,77.62595039,0.848606857,0.11595573,0.615672829,3.979473995,NA,0.018933458,1.172992975,NA,577.079775,26.17593698,11.13150929,-0.05019469,0.871025915,27.93824664,9.18254988,272.2532043,819.482762,0.250502713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI340860,B-28,2.326024098,2.80436134,0.957306515,18.72960031,4.630242864,0.486647663,1.789788498,NA,NA,0.046269995,NA,NA,176.7869947,19.6309325,10.89909814,-0.03100824,1.028357491,43.84028995,10.41542494,382.7647874,653.4559149,0.429207568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI369437,80-2,3.905097507,1.048282975,0.476595002,88.78508839,0.79953153,0.326118903,0.054564779,0.017044442,0.169603109,0.020843409,0.036981864,1.117244694,156.042645,15.83013499,14.9192026,-0.047400564,0.769940369,23.84182643,3.965128874,122.3815547,829.6655149,0.232034776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI369446,U123,0.165032853,0.336116131,0.466289652,13.67309265,0.646554569,0.910797068,0.0591823,0.016317831,0.13512333,0.03496869,0.052009064,1.000909653,178.8780871,30.42776048,12.13842892,-0.050231426,0.529223077,40.86502973,40.62810208,250.7429917,973.9894791,0.30129292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI391662,KUN6-70,48.53794827,1.157877132,0.523292049,24.00305584,2.670016141,0.108668841,0.068441579,0.019173508,0.782312324,0.024422,0.083053636,1.253747864,391.2894949,25.3119988,14.90318504,-0.051598174,0.619301701,41.59950689,7.450977486,314.0198039,166.6262564,0.228498692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI391665,YIN6-55,52.40640848,0.197000726,0.505683101,25.41729001,0.919010055,0.722434469,0.117916539,0.013296033,0.117080403,0.022461852,0.073591761,1.041729244,438.9884925,36.86869278,17.79094256,-0.037344711,1.148546719,83.21826605,153.8661964,218.4016119,1361.06451,0.243702413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI391672,YAN6,0.663126801,0.461492309,0.494868778,23.15224583,0.806436947,NA,0.177205436,0.273690579,1.252545271,0.021903023,0.128034437,3.877251973,163.8038217,23.63072532,12.32733499,-0.031889646,7.168737888,46.23015354,4.772808197,185.2659159,NA,0.314618776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI391676,TUO229,-1.765506453,0.736745277,0.796041059,15.00665111,1.070389819,0.181422881,-0.000634399,-0.007929673,0.1691608,0.014719021,0.086813584,1.483762738,176.1284321,22.74516943,7.612659717,0.033702699,1.649740879,27.7638648,3.936927387,225.7689651,576.808162,0.151950607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI391678,TZU-CHIAO-HSI-MU 105,-1.602950858,1.625268584,1.692043573,29.44575545,6.623192944,0.238631205,0.020562521,-0.010599407,0.180583218,0.029788297,0.076207578,0.766428683,144.2460196,18.93661133,6.624460235,0.044645012,0.43635999,26.15209314,5.564847938,221.2525884,845.0618925,0.291072581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI391680,MU-TAN-TZAO,-2.924620102,1.730504783,1.495813032,21.45147098,NA,0.287708766,-0.066192844,-0.008823422,0.257847751,0.033223866,0.054260568,0.750506256,109.8639136,11.69203744,8.375157746,0.065400946,0.430565734,15.27922913,4.657773216,181.8311903,1008.696915,0.239653995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI391682,YE-CHI-HUN6,-2.215667759,0.664864699,0.865092767,7.315322938,1.392992321,0.320060727,0.099723194,-0.009862603,0.196860085,0.015765014,0.058102097,0.611008282,191.1978584,21.82151512,9.72228397,0.039411655,2.6541266,43.17393851,3.432162873,338.6333423,855.1561938,0.377557123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI406130,A797NW,0.151243945,0.801517663,1.776259008,7.919516424,2.531473481,0.216284224,-0.07191797,-0.020608592,0.138705157,0.023938814,0.065094934,0.403635643,312.5213512,10.777655,7.771529052,0.035212708,0.906017552,43.38767214,101.895038,417.3610445,438.3889483,0.900523525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI415082,4554INBRED,0.329260356,0.736907767,0.819683622,34.16901907,2.167157515,0.073044682,0.121953292,0.188382061,0.300903702,0.021491619,0.05089965,1.2830614,317.543651,NA,5.299449089,0.861432334,0.05880998,10.52878557,6.190998382,101.4565658,228.5043678,0.489474493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI415086,4578INBRED,3.239554771,2.004547069,0.859258978,9.542481209,2.504838084,0.037514303,0.136703935,-0.01762875,0.171871131,0.021457491,0.104090663,2.127105635,183.117234,15.2638255,17.39909307,0.051675416,2.001692206,79.46586193,39.36826909,259.7830927,230.0106265,0.192918434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI427109,Eng-li Chin,0.64926503,6.427389681,5.740957081,22.07528815,4.676226716,0.217244051,-0.041555707,0.055714545,1.378223292,0.02498521,0.207153636,1.369857594,235.2044023,13.81161766,8.43146025,0.061625091,1.889477512,21.05707487,58.71603471,276.3702151,578.0800583,0.673859984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI427111,Chi-tan 120,-2.547476195,0.510808849,0.794693471,5.70383225,1.064728005,0.069231132,-0.05141472,-0.013796527,0.131492793,0.03453393,0.050701331,0.438399312,224.1519589,15.11696476,5.221250501,0.070434768,0.118048818,29.79291134,5.609455205,219.5244241,313.7947977,0.18172802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI506246,Tzi 8,0.073344679,0.546127162,0.81052565,0.494542888,0.895160916,0.371845949,-0.045020778,-0.014948708,0.100486687,0.035263105,0.051697778,0.383757736,55.74540092,NA,7.387013427,0.046878788,0.27252505,22.75905577,3.397634808,118.4293592,376.2694608,0.168189939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI508277,SD42,-1.846493324,1.441466882,1.091371428,15.5604196,1.142512223,0.095043358,-0.081516758,-0.012823145,0.194503824,0.041098122,0.071551385,0.385689866,70.27112348,6.716758841,6.479073776,0.042581833,1.305347982,33.28145599,2.315890487,184.7062977,386.2046108,0.190653512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI509542,B89,-2.688590185,4.087047513,2.905788111,1.639261704,4.814053224,0.147784028,0.044493483,0.356896004,0.163228004,0.018101917,0.184270992,2.15133528,67.50326805,11.71141671,6.350897665,0.043991957,-0.028816193,25.55465223,5.18166734,113.639506,310.2392089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
